CaseID,trace,length
Offer_818647679,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_30985588,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_102669259,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_684486794,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_750441445,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_17122797,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_240332268,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_682031123,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1088813920,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_782570089,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_480986136,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_864688635,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1060307614,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_645753135,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_329727374,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1124029698,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_942936446,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1520154683,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1944743744,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_2016468100,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1583358802,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1909754111,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1769730855,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1546586848,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1257962808,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_427046646,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_625228043,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_204685571,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_960229906,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1284560550,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1569511625,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Refused, <EOS>",4
Offer_1935259954,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_416560951,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_648594737,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_863002977,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_739070387,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_1185562763,"<BOS>, O_Create Offer, O_Created, O_Sent (online only), O_Cancelled, <EOS>",4
Offer_860450899,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_659905372,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_213731049,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1462702200,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_2006568778,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_211747135,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_519819309,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_1312704614,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_871055597,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_681615844,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_656491364,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_306682674,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_210781714,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_138887554,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1497266486,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1282018738,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_780795272,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_1572067737,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_513332251,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_290118338,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_859722858,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1217920740,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_776746829,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1867716144,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1573002745,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_2029556784,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1949442096,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1570229159,"<BOS>, O_Create Offer, O_Created, O_Sent (online only), O_Cancelled, <EOS>",4
Offer_1271155187,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1452285181,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1651128996,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_1319158006,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1128644000,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1576107007,"<BOS>, O_Create Offer, O_Created, O_Cancelled, <EOS>",3
Offer_2077320317,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_1463749777,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1636586660,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_747675742,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_927638197,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1638445832,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Refused, <EOS>",4
Offer_1288618901,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_517746250,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_236427577,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_682110028,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_2083931403,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1987791929,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1647881010,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_915189963,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1656650409,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_1007493744,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_511816523,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_288441629,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_82088369,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_141392347,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_786363811,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1144381558,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1574564290,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_2074117120,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1892957803,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1290421381,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1513905864,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_358283318,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_429687222,"<BOS>, O_Create Offer, O_Created, O_Cancelled, <EOS>",3
Offer_289364079,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_575845027,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_394850673,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_72138522,"<BOS>, O_Create Offer, O_Created, O_Cancelled, <EOS>",3
Offer_253224262,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_822588443,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1138597209,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1201756876,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_1517935463,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1722242928,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1398220931,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_329102970,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_323703574,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1214293885,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1268820311,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_514594443,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_854462842,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_639398314,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1233560445,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1712011776,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1852407632,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_2090933499,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_935859805,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_289137857,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_638693632,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1303352074,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_570682907,"<BOS>, O_Create Offer, O_Created, O_Sent (online only), O_Refused, <EOS>",4
Offer_2131508944,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1813656576,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Refused, <EOS>",4
Offer_2007331102,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_1819459217,"<BOS>, O_Create Offer, O_Created, O_Cancelled, <EOS>",3
Offer_1595475693,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1776591059,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1140904938,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Refused, <EOS>",4
Offer_1363765075,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_1570293951,"<BOS>, O_Create Offer, O_Created, O_Sent (online only), O_Cancelled, <EOS>",4
Offer_363292271,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1979612831,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1891068953,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1232826230,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_189518960,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_370993101,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_12427732,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_549751874,"<BOS>, O_Create Offer, O_Created, O_Cancelled, <EOS>",3
Offer_191688588,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_166386211,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1632821088,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1409550533,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_916816986,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Refused, <EOS>",4
Offer_693199213,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1956246854,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1456773456,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1140780453,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_169742869,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_550765580,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_193019119,"<BOS>, O_Create Offer, O_Created, O_Cancelled, <EOS>",3
Offer_913513267,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_690037167,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1275473738,"<BOS>, O_Create Offer, O_Created, O_Sent (online only), O_Refused, <EOS>",4
Offer_1408783557,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1455040087,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_692933399,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1956925417,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1776282191,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1891113448,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_2072191482,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_693333617,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Cancelled, <EOS>",5
Offer_195096923,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_367936110,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_692857984,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1270120431,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1594153997,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_1882639895,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_1780347374,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1982495450,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1884983504,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1680535733,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_1238129220,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_1453827080,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_606876377,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Refused, <EOS>",5
Offer_821428928,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
Offer_6390600,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Cancelled, <EOS>",4
Offer_2114047615,"<BOS>, O_Create Offer, O_Created, O_Sent (mail and online), O_Returned, O_Accepted, <EOS>",5
