CaseID,trace,length
request for payment 149294,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149913,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",7
request for payment 149223,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148883,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149158,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148749,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",7
request for payment 148504,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147938,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149660,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147746,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149154,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147902,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149163,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",3
request for payment 148147,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147906,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148887,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148433,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147919,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147911,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149834,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147915,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147942,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147750,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148228,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147754,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149204,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148438,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",7
request for payment 148757,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",7
request for payment 148446,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147759,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148394,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147763,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147982,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148765,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148232,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147768,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149373,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148509,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148152,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147772,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149484,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149838,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149455,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148398,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148157,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",8
request for payment 148553,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147986,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149385,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148402,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149665,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by SUPERVISOR, Request For Payment REJECTED by EMPLOYEE, <EOS>",3
request for payment 149298,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148769,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149389,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148557,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148561,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148566,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149227,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147549,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149842,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147554,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149393,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149669,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148236,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, <EOS>",3
request for payment 148165,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",4
request for payment 149208,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147841,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148773,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149516,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149231,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",4
request for payment 149302,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149236,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149241,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147529,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148452,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by SUPERVISOR, Request For Payment REJECTED by EMPLOYEE, <EOS>",3
request for payment 148570,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148170,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147561,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148487,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148574,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149846,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149850,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149854,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149459,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148406,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",8
request for payment 149859,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149397,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147990,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149377,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147565,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149306,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148240,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147570,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149245,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147947,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149212,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149489,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148456,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147994,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147998,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148002,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148007,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147952,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by SUPERVISOR, Request For Payment FINAL_APPROVED by DIRECTOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147957,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148598,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by SUPERVISOR, Request For Payment FINAL_APPROVED by DIRECTOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149402,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148414,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",4
request for payment 148891,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",7
request for payment 148011,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, <EOS>",6
request for payment 148578,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, <EOS>",7
request for payment 148603,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148018,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148586,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149250,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148777,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment REJECTED by PRE_APPROVER, Request For Payment REJECTED by EMPLOYEE, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",8
request for payment 147846,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 149381,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 148899,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request For Payment REJECTED by MISSING, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",9
request for payment 147534,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148022,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148908,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 148460,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 147575,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
request for payment 149674,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",4
request for payment 147961,"<BOS>, Request For Payment SUBMITTED by EMPLOYEE, Request For Payment APPROVED by PRE_APPROVER, Request For Payment FINAL_APPROVED by SUPERVISOR, Request Payment, Payment Handled, <EOS>",5
